,permit_number,permit_subtype,date_entered,date_issued,business_name,zip,latitude,longitude,permit_duration
591,11-19311,ONSALES,2011-01-19,2011-05-26,The Other Place Sports Bar &,37211,36.025525,-86.712036,3719 days
592,13-19805,ONSALES,2013-09-26,2013-10-24,"Tennessee Taproom, LLC",37203,36.150421,-86.775627,2837 days
593,12-19579,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Presidential Lob,37214,36.211694,-86.697639,3215 days
594,17-25097,ONSALES,2017-06-26,2017-09-08,FROTHY MONKEY,37209,36.162284,-86.849109,1422 days
595,08-19066,ONSALES,2007-09-19,2008-02-28,Couva Calypso Cafe  East LLC,37206,36.179565,-86.749643,4902 days
596,17-20474,ONSALES,2017-02-13,2017-04-13,Maria Bonita Mexican Rest.,37013,36.049462,-86.651377,1570 days
597,18-25362,ONSALES,2018-02-06,2018-03-01,TACO MAMA HILLSBORO VILLAGE,37212,36.138484,-86.800668,1248 days
598,12-19572,ONSALES,2012-09-20,2012-10-11,Gaylord Swimming Pool Magnolia,37214,36.211694,-86.697639,3215 days
599,17-25200,ONSALES,2017-09-06,2017-10-12,MERIDIAN STREET CAFE,37207,36.204062,-86.769026,1388 days
600,16-20269,ONSALES,2016-03-21,2016-04-14,The Last Hole,37208,36.170471,-86.802637,1934 days
601,18-25536,ONSALES,2018-05-24,2018-09-13,JASON ALDEAN'S KITCHEN AND ROOFTOP BAR,37201,36.161442,-86.77626,1052 days
602,06-18592,ONSALES,2006-11-20,2006-12-07,Hilton Nashville Downtown,37201,36.160067,-86.776551,5350 days
603,03-18087,ONSALES,2003-09-04,2003-09-25,"Casa Fiesta, Inc.",37013,36.044857,-86.663248,6519 days
604,18-25785,ONSALES,2018-11-29,2019-03-15,FOUR POINTS BY SHERATON - NASHVILLE AIRPORT,37214,36.14555,-86.662972,869 days
605,18-25714,ONSALES,2018-10-02,2018-11-21,KID ROCKS BIG ASS HONKY TONK ROCK N ROLL AND STEAKHOUSE,37201,36.161623,-86.775844,983 days
606,18-25553,ONOFFSALES,2018-06-13,2018-11-01,THE GOAT AT LC GERMANTOWN,37208,36.177282,-86.784863,1003 days
607,18-25745,ONSALES,2018-10-23,2018-12-06,RETROGRADE,37207,36.194976,-86.772215,968 days
608,14-00956,ONOFFSALES,2013-12-18,2014-03-13,Nashville Smoke and Ale,37211,36.039951,-86.741966,2697 days
609,15-20103,ONSALES,2015-04-21,2015-05-15,Stoney River Steakhouse and Gr,37203,36.143152,-86.814833,2269 days
610,95-16665,ONSALES,1995-05-08,1995-07-12,El Palenque Restaurant,37215,36.109462,-86.814772,9516 days
611,17-20479,ONSALES,2017-03-21,2017-04-20,Nicky's Coal Fired,37209,36.162119,-86.848536,1563 days
612,18-25755,SPECIAL,2018-10-30,2018-11-16,KIP MOORE CONCERT,37219,36.164663,-86.782752,988 days
613,16-20286,ONSALES,2016-04-13,2016-05-12,El Agavero Mexican Restaurant,37221,36.078279,-86.950192,1906 days
614,16-20250,ONSALES,2015-12-23,2016-03-14,Bastion,37203,36.142856,-86.766712,1965 days
615,16-20268,ONSALES,2016-03-31,2016-04-14,Crows Nest,37215,36.105005,-86.818663,1934 days
616,13-19789,ONSALES,2013-07-03,2013-09-12,"Pub Nashville, LLC",37203,36.172223,-86.75061,2879 days
617,08-18826,ONSALES,2008-03-07,2008-03-27,"The Standard Restaurant, LLC",37203,36.160789,-86.783321,4874 days
618,12-19543,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Delta Ballroom,37214,36.211694,-86.697639,3215 days
619,14-19951,ONSALES,2014-07-17,2014-08-14,Red Lobster,37115,36.299034,-86.697411,2543 days
620,14-00962,ONOFFSALES,2014-06-24,2014-07-16,Twin Kegs,37210,36.153671,-86.748295,2572 days
621,18-25665,ONSALES,2018-08-27,2018-10-25,TACOS Y MARISCOS LINDO MEXICO,37115,36.251778,-86.717777,1010 days
622,18-25500,ONSALES,2018-05-04,2019-01-11,RH,37215,36.108458,-86.81418,932 days
623,04-18151,ONSALES,2004-01-12,2004-02-02,The Greenhouse Bar,37215,36.1049,-86.817623,6389 days
624,17-20419,ONSALES,2016-11-21,2017-02-09,Marathon Music Works,37203,36.164075,-86.796769,1633 days
625,13-19812,ONSALES,2013-09-26,2013-10-24,Two Twenty Two Grill & Caterin,37203,36.157582,-86.776547,2837 days
626,12-19592,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Washington B,37214,36.211694,-86.697639,3215 days
627,17-25023,ONSALES,2017-05-17,2017-06-08,JOSEPHINE,37204,36.126975,-86.789186,1514 days
628,14-19961,ONSALES,2014-07-17,2014-08-19,Five Points Pizza,37206,36.177308,-86.750512,2538 days
629,11-18388,ONSALES,2011-10-26,2011-11-17,West Nashville Moose Lodge,37209,36.118165,-86.921075,3544 days
630,17-25145,ONSALES,2017-07-26,2018-03-29,HOLSTON HOUSE NASHVILLE,37203,36.16029,-86.781471,1220 days
631,13-19815,ONSALES,2013-09-11,2013-10-25,Homewood Suites Nashville / Va,37212,36.147802,-86.806644,2836 days
632,13-00949,ONOFFSALES,2013-10-23,2013-11-08,"Jackalope Brewing Company, LLC",37203,36.150383,-86.779199,2822 days
633,13-19742,ONSALES,2013-02-22,2013-06-13,Husk,37210,36.155374,-86.76956,2970 days
634,17-20462,ONSALES,2017-02-13,2017-03-23,City House Corp,37208,36.176819,-86.787455,1591 days
635,09-19130,ONSALES,2009-10-07,2009-12-07,Buffalo Wild Wings Grill & Bar,37209,36.134032,-86.889895,4254 days
636,17-25014,ONSALES,2017-05-16,2017-10-26,GREKO GREEK STREET FOOD,37206,36.174713,-86.760465,1374 days
637,16-20324,ONSALES,2016-06-20,2016-08-11,Umami,37211,36.025525,-86.712036,1815 days
638,18-25675,ONSALES,2018-08-31,2018-12-07,HONEY FIRE BARBEQUE COMPANY LLC,37221,36.078824,-86.951479,967 days
639,18-25485,ONSALES,2018-04-24,2018-05-25,NEIGHBORHOOD BAR & GRILL,37013,36.062571,-86.626026,1163 days
640,08-18896,ONSALES,2008-06-18,2008-09-22,Samurai,37203,36.151412,-86.80402,4695 days
641,17-01016,ONOFFSALES,2017-02-02,2017-02-27,Las Americas Market #1 Inc.,37211,36.067601,-86.718572,1615 days
642,13-19717,ONSALES,2013-04-10,2013-04-25,The Mercy Lounge,37203,36.153083,-86.780235,3019 days
643,14-19952,ONSALES,2014-07-17,2014-08-14,Red Lobster,37013,36.047849,-86.656403,2543 days
644,13-00940,ONOFFSALES,2013-06-26,2013-07-11,Carl's,37211,36.091567,-86.735171,2942 days
645,17-25270,ONSALES,2017-10-06,2017-11-16,GAYLORD OPRYLAND HOTEL - THE FALLS,37214,36.211694,-86.697639,1353 days
646,18-25648,ONSALES,2018-08-13,2018-11-06,TRUE FOOD KITCHEN,37215,36.104856,-86.814541,998 days
647,16-20327,ONSALES,2016-06-29,2016-08-25,Farm Burger,37209,36.15245,-86.835205,1801 days
648,17-25103,ONSALES,2017-06-27,2017-07-13,SKULL'S RAINBOW ROOM,37201,36.164714,-86.778834,1479 days
649,11-19283,ONSALES,2011-03-15,2011-04-28,S & T Grill,37218,36.192274,-86.828954,3747 days
650,17-25072,ONSALES,2017-05-31,2017-06-29,GERMANTOWN PUB,37208,36.175363,-86.792394,1493 days
651,17-25036,ONSALES,2017-05-17,2017-06-08,THE WESTIN NASHVILLE,37203,36.155568,-86.780684,1514 days
652,17-25044,ONSALES,2017-05-19,2017-05-23,"FGL HOUSE, FGL KITCHEN, LITTLE RED CORVETTE",37201,36.160753,-86.775452,1530 days
653,14-19991,ONSALES,2014-09-26,2014-10-23,TGI Fridays,37214,36.201907,-86.694504,2473 days
654,94-15966,ONSALES,1993-08-17,1994-02-01,Chili's Grill & Bar,37115,36.299458,-86.697004,10042 days
655,17-20495,ONSALES,2017-04-20,2017-05-12,Answer Restaurant,37209,36.143983,-86.841819,1541 days
656,12-19573,ONSALES,2012-09-20,2012-10-11,Gaylord Old Hickory Steakhouse,37214,36.211694,-86.697639,3215 days
657,94-15859,ONSALES,1993-08-23,1994-02-01,Tennessee Performing Arts Ctr.,37219,36.165033,-86.782121,10042 days
658,12-19610,ONSALES,2012-10-10,2012-10-25,El Mariachi Mexican Restaurant,37204,36.111028,-86.753712,3201 days
659,18-25598,ONSALES,2018-07-23,2018-08-09,OLD HICKORY COUNTRY CLUB,37138,36.251002,-86.645819,1087 days
660,19-25825,ONSALES,2019-01-04,2019-03-27,STK NASHVILLE,37203,36.150799,-86.784365,857 days
661,11-19263,ONSALES,2011-03-07,2011-03-24,Chago's Cantina,37212,36.131588,-86.795496,3782 days
662,17-25170,ONSALES,2017-08-17,2017-09-15,BAAM BURGER,37219,36.164639,-86.779563,1415 days
663,08-18786,ONSALES,2007-12-05,2007-12-31,Bluebird Cafe,37215,36.101938,-86.819525,4961 days
664,19-25843,ONSALES,2019-01-22,2019-02-14,LIVE OAK,37203,36.152639,-86.790632,898 days
665,12-19564,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Jackson E-F,37214,36.211694,-86.697639,3215 days
666,17-20406,ONSALES,2016-09-20,2017-01-13,Dose Cafe and Dram Bar,37216,36.204847,-86.724204,1660 days
667,18-25514,ONSALES,2018-05-15,2019-02-15,RESIDENCE INN,37214,36.22344,-86.694479,897 days
668,17-25202,ONSALES,2017-09-07,2017-10-13,Sindoore - Indian by Nature,37214,36.151572,-86.666537,1387 days
669,94-16129,ONSALES,1993-08-16,1994-02-01,"Siam Cafe, Inc.",37211,36.099607,-86.739005,10042 days
670,19-25900,ONSALES,2019-02-26,2019-05-16,"DONUT DISTILLERY, LLC",37206,36.180298,-86.74984,807 days
671,17-25173,ONSALES,2017-08-18,2017-09-14,PASTARIA,37209,36.152753,-86.818559,1416 days
672,13-19711,ONSALES,2013-03-05,2013-04-11,La Movida Night Club,37115,36.271761,-86.710279,3033 days
673,18-25703,ONSALES,2018-09-25,2018-10-25,21C MUSEUM HOTEL NASHVILLE,37201,36.165247,-86.777283,1010 days
674,18-25506,ONSALES,2018-05-08,2018-12-07,JW MARRIOTT HOTEL,37203,36.15658,-86.780634,967 days
675,08-00851,ONOFFSALES,2008-09-25,2008-10-10,Pizza Perfect,37221,36.063739,-86.939566,4677 days
676,18-25637,ONSALES,2018-08-07,2018-09-13,NO QUARTER,37206,36.176665,-86.755363,1052 days
677,09-18947,ONSALES,2008-12-23,2009-01-29,Blue Coast Burrito,37209,36.134704,-86.888157,4566 days
678,15-20213,ONSALES,2015-10-14,2015-11-20,Billiard La Bela,37013,36.069056,-86.681821,2080 days
679,13-19786,ONSALES,2013-08-26,2013-09-12,Omni Nashville Hotel,37203,36.157584,-86.776548,2879 days
680,18-25704,ONSALES,2018-09-25,2019-02-15,NASH HOUSE,37203,36.157856,-86.781453,897 days
681,18-25354,ONSALES,2018-01-30,2018-03-08,JOE'S CRAB SHACK,37201,36.161021,-86.774596,1241 days
682,18-25609,ONSALES,2018-07-26,2018-10-25,DESANO PIZZERIA NAPOLETANA Suite 401,37221,36.079691,-86.944531,1010 days
683,13-00938,ONOFFSALES,2013-05-30,2013-06-13,The Loading Zone,37217,36.087843,-86.607978,2970 days
684,15-00985,ONOFFSALES,2015-04-06,2015-05-01,Angelo's Picnic Pizza & Italia,37013,36.07061,-86.634746,2283 days
685,07-18749,ONSALES,2007-10-10,2007-10-26,417 Union,37219,36.164737,-86.780509,5027 days
686,98-17408,ONSALES,1998-04-21,1998-09-23,Siam Cuisine Thai Restaurant,37209,36.143233,-86.857694,8347 days
687,18-25770,ONSALES,2018-11-09,2019-03-28,RESIDENCE INN NASHVILLE GREEN HILLS,37215,36.109481,-86.818073,856 days
688,18-25522,SPECIAL,2018-05-18,2018-06-15,16TH ANNUAL BRIDGING THE GAP MIXER,37203,36.157584,-86.776548,1142 days
689,11-19278,ONSALES,2011-03-28,2011-04-28,Outback Steakhouse,37076,36.179394,-86.60554,3747 days
690,12-19638,ONSALES,2012-10-02,2012-12-07,Rolf and Daughters,37208,36.177365,-86.792731,3158 days
691,14-00953,ONOFFSALES,2014-02-07,2014-02-27,Walker's Cafe & Grill,37207,36.229545,-86.760232,2711 days
692,18-25558,ONSALES,2018-06-15,2018-09-13,LUKE'S 32 BRIDGE FOOD + DRINK,37201,36.161505,-86.776122,1052 days
693,18-25608,ONSALES,2018-07-26,2018-08-09,NISSAN STADIUM,37213,36.165719,-86.773573,1087 days
694,18-25367,ONSALES,2018-02-07,2019-03-28,FAR EAST NASHVILLE,37206,36.174166,-86.750917,856 days
695,18-25772,ONSALES,2018-11-13,2019-03-28,THE PHARMACY,37206,36.185035,-86.754384,856 days
696,18-25759,ONSALES,2018-10-31,2018-12-06,ALLEY TAPS,37201,36.16349,-86.778023,968 days
697,18-25538,SPECIAL,2018-05-30,2018-06-15,BRUNCH AT BICENTENNIAL,37219,36.168308,-86.785851,1142 days
698,15-20187,ONSALES,2015-08-28,2015-09-24,Sphinix Restaurant,37217,36.13639,-86.699088,2137 days
699,18-25532,ONSALES,2018-05-24,2018-09-27,LAS VAQUERITAS,37211,36.084076,-86.68959,1038 days
700,10-19178,ONSALES,2010-04-02,2010-04-29,Corner Pub,37215,36.101688,-86.817928,4111 days
701,17-25177,ONSALES,2017-08-23,2018-03-08,CITY TAP HOUSE,37201,36.159514,-86.77464,1241 days
702,18-25440,ONSALES,2018-03-29,2018-05-25,OSCAR'S TACO SHOP,37209,36.162322,-86.849174,1163 days
703,16-20368,ONSALES,2016-09-27,2016-10-27,Donks,37217,36.090078,-86.650587,1738 days
704,94-00186,ONOFFSALES,1993-07-30,1994-02-01,Harpeth Hills Golf Course,37215,36.051455,-86.885699,10042 days
705,18-25761,ONSALES,2018-11-02,2019-03-28,HYATT HOUSE NASHVILLE AT VANDERBILT,37203,36.151443,-86.801941,856 days
706,18-25419,ONSALES,2018-03-13,2018-04-23,PETE & TERRY'S TAVERN,37203,36.160427,-86.778611,1195 days
707,08-18791,ONSALES,2007-12-26,2008-01-10,Carol Ann's Home Cooking Cafe,37210,36.144265,-86.748719,4951 days
708,15-20160,ONSALES,2015-07-29,2015-08-14,Dao Asian Bistro,37221,36.075076,-86.919039,2178 days
709,07-18613,ONSALES,2006-12-07,2007-01-11,The Old Spaghetti Factory,37201,36.163694,-86.776328,5315 days
710,15-20109,ONSALES,2015-04-30,2015-06-01,The Ryman Auditorium,37219,36.161357,-86.778991,2252 days
711,94-15667,ONSALES,1993-08-03,1994-02-01,Nashville City Club,37219,36.164001,-86.779135,10042 days
712,19-25949,ONSALES,2019-03-25,2019-04-12,EVEREST RESTAURANT AND BAR,37013,36.046152,-86.676242,841 days
713,17-25112,ONSALES,2017-07-05,2017-07-05,EDLEY'S BAR-B-QUE 12 SOUTH,37204,36.122871,-86.790022,1487 days
714,15-20132,ONSALES,2015-06-15,2015-07-09,The Rusty Nail,37076,36.18614,-86.608052,2214 days
715,18-25611,SPECIAL,2018-07-27,2018-10-02,THE CRICHTON GROUP THROW DOWN,37201,36.160067,-86.776551,1033 days
716,12-19539,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Cheekwood D-E,37214,36.211694,-86.697639,3215 days
717,10-19068,ONSALES,2010-07-13,2010-07-29,Belcourt Taps And Tapas,37212,36.13677,-86.802344,4020 days
718,11-00905,ONOFFSALES,2011-09-14,2011-09-29,Batters Box Bar & Grill,37210,36.156255,-86.767781,3593 days
719,98-17277,ONSALES,1997-12-29,1998-02-12,Hard Rock Cafe,37201,36.162212,-86.774512,8570 days
720,17-25018,ONSALES,2017-05-16,2017-06-01,BISCUIT LOVE,37212,36.136791,-86.799813,1521 days
721,19-25882,SPECIAL,2019-02-15,2019-03-18,NASHVILLE HEMP FESTIVAL,37206,36.17417,-86.751083,866 days
722,03-18131,ONSALES,2003-12-01,2003-12-18,Famous Dave's,37076,36.194988,-86.61887,6435 days
723,13-19681,ONSALES,2013-01-29,2013-02-27,Embassy Suites - Vanderbilt,37203,36.151389,-86.796054,3076 days
724,12-19633,ONSALES,2012-11-14,2012-12-06,Corner Pub in the Woods,37221,36.04489,-86.953818,3159 days
725,12-19594,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Festival Grounds,37214,36.211694,-86.697639,3215 days
726,16-20247,ONSALES,2016-02-17,2016-03-10,Simply Thai,37138,36.241737,-86.633839,1969 days
727,02-00639,ONOFFSALES,2002-11-19,2002-12-05,Taqueria Vallarta,37138,36.203188,-86.621671,6813 days
728,18-25786,ONSALES,2018-11-29,2019-03-28,CROCO BEACH SPORTS LOUNGE,37211,36.083274,-86.725909,856 days
729,18-25434,ONSALES,2018-03-22,2018-06-29,LA CUCHARITA,37211,36.045277,-86.717085,1128 days
730,12-19578,ONSALES,2012-09-20,2012-10-11,Gaylord Presidential Chamber,37214,36.211694,-86.697639,3215 days
731,15-20086,ONSALES,2015-03-04,2015-04-15,Dukes,37206,36.178298,-86.751402,2299 days
732,08-00847,ONOFFSALES,2008-06-03,2008-06-26,The Double E Bar and Grill,37138,36.216365,-86.584608,4783 days
733,94-16313,ONSALES,1993-09-03,1994-02-01,Wilhagans,37217,36.135051,-86.718262,10042 days
734,11-19385,ONSALES,2011-09-21,2011-11-14,Thai Phoo Ket II Restaurant,37072,36.298363,-86.700038,3547 days
735,12-19441,ONSALES,2012-03-27,2012-04-12,Bootleggers Inn,37201,36.16177,-86.775499,3397 days
736,18-25486,ONSALES,2018-04-24,2018-06-14,PDK SOUTHERN KITCHEN & PANTRY,37221,36.080175,-86.94446,1143 days
737,15-20134,ONSALES,2015-06-24,2015-07-09,Johnny Cash Museum,37201,36.160923,-86.775553,2214 days
738,12-00922,ONOFFSALES,2012-03-14,2012-07-11,Urban Grub Restaurant,37204,36.125028,-86.789495,3307 days
739,15-20113,ONSALES,2015-05-26,2015-06-11,Sals Pizza Restaurant,37214,36.153226,-86.625385,2242 days
740,11-19338,ONSALES,2011-07-21,2011-08-11,California Pizza Kitchen,37215,36.102846,-86.816652,3642 days
741,16-20260,ONSALES,2016-01-13,2016-04-12,Papa Turneys Old Fashioned BBQ,37076,36.165337,-86.60392,1936 days
742,18-25523,ONSALES,2018-05-18,2018-07-12,5-AGAVES MEXICAN RESTAURANT INC,37138,36.255112,-86.652833,1115 days
743,09-19102,ONSALES,2009-08-25,2009-10-08,Abyssinia Ethiopian Restaurant,37217,36.126866,-86.710232,4314 days
744,12-19540,ONSALES,2012-09-24,2012-10-11,"Gaylord Hotel Cheekwood F,G,H",37214,36.211694,-86.697639,3215 days
745,17-25090,ONSALES,2017-06-21,2017-07-13,CHIKUYO ASIAN CUISINE,37076,36.215078,-86.59483,1479 days
746,13-00946,ONOFFSALES,2013-10-03,2013-10-24,Nashville Shores Marina,37076,36.165229,-86.603207,2837 days
747,17-25301,ONSALES,2017-11-03,2017-12-20,NASHVILLE UNDERGROUND,37201,36.162124,-86.774707,1319 days
748,13-19688,ONSALES,2013-01-31,2013-03-14,The Row,37203,36.151248,-86.797952,3061 days
749,12-19532,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Belle Meade,37214,36.211694,-86.697639,3215 days
750,18-25478,ONSALES,2018-04-16,2018-06-25,AMERIGO RESTAURANT,37203,36.151476,-86.79912,1132 days
751,16-01000,ONOFFSALES,2016-02-25,2016-03-11,Smith & Lentz Brewing Company,37206,36.17624,-86.756496,1968 days
752,94-16245,ONSALES,1994-06-24,1994-07-13,Smeraldo's,37115,36.270351,-86.710472,9880 days
753,10-19072,ONSALES,2010-07-29,2010-08-12,Las Maracas Mexican Restaurant,37216,36.199451,-86.740706,4006 days
754,16-20225,ONSALES,2015-11-20,2016-01-28,Uncle Buds Catfish Chicken & S,37214,36.169764,-86.667591,2011 days
755,08-18939,ONSALES,2008-09-25,2008-12-19,Romano's Macaroni Grill,37214,36.20462,-86.695243,4607 days
756,13-19804,ONSALES,2013-07-10,2013-10-24,China Cottage Cafe Inc,37115,36.296281,-86.699738,2837 days
757,12-19541,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Conservatory Bar / Ravello,37214,36.211694,-86.697639,3215 days
758,17-25113,ONSALES,2017-07-06,2017-09-22,THE FOX NASHVILLE,37216,36.202679,-86.73897,1408 days
759,18-25525,ONSALES,2018-05-18,2018-07-26,DANIELA'S RESTAURANT,37211,36.115871,-86.719482,1101 days
760,12-19547,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Delta Island D,37214,36.211694,-86.697639,3215 days
761,07-18620,ONSALES,2006-12-12,2007-01-11,Loews Vanderbilt Hotel (Bar),37203,36.150104,-86.801927,5315 days
762,18-25341,ONSALES,2018-01-11,2018-07-27,PEARL DIVER,37206,36.188968,-86.746079,1100 days
763,17-10392,ONSALES,2017-05-01,2017-05-25,So Gong Dong Tofu House,37211,36.085349,-86.690568,1528 days
764,18-25445,ONSALES,2018-03-30,2018-06-14,HERMITAGE STRIKE & SPARE,37076,36.189725,-86.627117,1143 days
765,07-18724,ONSALES,2007-06-13,2007-08-29,Pizzereal,37206,36.178733,-86.749829,5085 days
766,12-19417,ONSALES,2011-09-07,2012-02-21,Four Points by Sheraton -Hotel,37027,36.041224,-86.776165,3448 days
767,18-25563,ONSALES,2018-06-20,2018-07-12,RED BICYCLE,37209,36.156203,-86.848781,1115 days
768,06-18551,ONSALES,2006-06-09,2006-10-11,BrickTop's,37203,36.143515,-86.814406,5407 days
769,18-25533,ONSALES,2018-05-24,2018-06-14,SHONEY'S,37213,36.170741,-86.768625,1143 days
770,17-25255,ONSALES,2017-09-27,2017-11-16,HATTIE B'S,37203,36.1514,-86.796764,1353 days
771,17-25295,ONSALES,2017-10-26,2017-12-08,404 KITCHEN,37203,36.152039,-86.78444,1331 days
772,14-19854,ONSALES,2013-12-04,2014-02-13,Chateau West,37203,36.138532,-86.81998,2725 days
773,10-19113,ONSALES,2010-01-06,2010-02-01,Fido,37212,36.136409,-86.800912,4198 days
774,17-20458,ONSALES,2016-11-30,2017-03-09,Slim & Husky's Pizza,37208,36.180469,-86.802763,1605 days
775,95-16490,ONSALES,1995-05-04,1995-06-13,Las Palmas Mexican Restaurant,37203,36.153083,-86.798623,9545 days
776,19-25828,SPECIAL,2019-01-07,2019-03-19,RAGIN' CAJUN CRAWFISH BOIL,37213,36.163415,-86.768974,865 days
777,18-25556,ONSALES,2018-06-15,2018-12-19,THE TWILIGHT TAVERN,37209,36.151712,-86.851652,955 days
778,15-20050,ONSALES,2015-01-05,2015-02-04,Flemings Prime Steakhouse,37203,36.146641,-86.809074,2369 days
779,18-25696,ONSALES,2018-09-19,2019-01-10,HATHORNE,37209,36.152104,-86.844395,933 days
780,16-20309,ONSALES,2016-07-12,2016-07-28,Chopper's Grill,37138,36.264115,-86.651109,1829 days
781,94-16176,ONSALES,1993-09-02,1994-02-01,The Overcup Oak Restaurant,37212,36.146192,-86.804314,10042 days
782,18-25656,ONSALES,2018-08-21,2018-11-05,KOREA BBQ AND SUSHI,37027,35.998589,-86.692329,999 days
783,14-19879,ONSALES,2014-03-14,2014-04-24,Jimmy Buffett's Margaritaville,37201,36.161111,-86.77701,2655 days
784,12-19561,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Jack Daniels,37214,36.211694,-86.697639,3215 days
785,18-25390,SPECIAL,2018-02-21,2018-03-30,EAST NASHVILLE BEER FESTIVAL,37206,36.17332,-86.760862,1219 days
786,12-19596,ONSALES,2012-09-24,2012-10-11,General Jackson Showboat,37214,36.211694,-86.697639,3215 days
787,12-19634,ONSALES,2012-11-19,2012-12-06,Inn at Opryland,37214,36.217777,-86.696238,3159 days
788,15-20075,ONSALES,2014-08-06,2015-04-02,Butchertown Hall,37208,36.179757,-86.789342,2312 days
789,09-19118,ONSALES,2009-06-24,2009-11-16,Buffalo Wild Wings Grill & Bar,37076,36.189254,-86.614667,4275 days
790,13-19809,ONSALES,2013-10-07,2013-10-24,Las Palmas Mexican Resturant,37076,36.191777,-86.615658,2837 days
791,14-19932,ONSALES,2014-05-29,2014-07-10,Mitchell Delicatessen,37216,36.204467,-86.725086,2578 days
792,97-17250,ONSALES,1997-08-27,1997-11-21,Midtown Cafe,37203,36.151843,-86.797094,8653 days
793,94-15894,ONSALES,1993-08-31,1994-02-01,Courtyard by Marriott,37214,36.15248,-86.682263,10042 days
794,01-00559,ONOFFSALES,2001-01-09,2001-01-25,Nashville KOA,37214,36.235396,-86.708029,7492 days
795,12-19538,ONSALES,2012-09-24,2012-10-11,Gaylord Hotel Cheekwood A-C,37214,36.211694,-86.697639,3215 days
796,16-20328,ONSALES,2016-03-10,2016-08-25,Martins Bar-B-Que Joint,37201,36.156579,-86.774303,1801 days
797,07-18619,ONSALES,2006-12-12,2007-01-11,Loews Vanderbilt (Restaurant),37203,36.150104,-86.801927,5315 days
798,17-20414,ONSALES,2016-10-21,2017-01-27,Cerveza Jack's,37201,36.162907,-86.775841,1646 days
799,18-25464,ONSALES,2018-04-11,2018-06-14,SLIDER HOUSE,37203,36.150024,-86.796503,1143 days
800,09-18971,ONSALES,2009-03-11,2009-03-26,Club-Hotel Nashville Inn & Sui,37214,36.159633,-86.690189,4510 days
801,15-20129,ONSALES,2015-06-10,2015-06-25,Don Julio Mexican Restaurant,37115,36.25004,-86.718965,2228 days
802,17-25206,ONSALES,2017-09-11,2017-10-12,HOPDODDY BURGER BAR,37212,36.136455,-86.800905,1388 days
803,18-25622,ONSALES,2018-08-01,2018-11-06,CAFE INTERMEZZO SOBRO,37201,36.159889,-86.773905,998 days
804,15-20150,ONSALES,2015-06-24,2015-07-27,Dabble Studio at 330 Harrison,37219,36.171111,-86.782436,2196 days
805,07-18621,ONSALES,2006-12-12,2007-01-11,Loews Vanderbilt (Concierge),37203,36.150104,-86.801927,5315 days
806,17-25082,ONSALES,2017-06-13,2017-08-30,CHIPOTLE MEXICAN GRILL #2787,37204,36.112295,-86.767022,1431 days
807,99-17540,ONSALES,1999-02-25,1999-11-04,Belcourt Theatre,37212,36.136708,-86.801639,7940 days
808,18-25805,ONSALES,2018-12-14,2019-01-10,BOOMBOZZ CRAFT PIZZA & TAPHOUSE,37221,36.045348,-86.951103,933 days
809,17-25316,ONSALES,2017-11-21,2017-12-08,SANTA FE CATTLE COMPANY,37214,36.225991,-86.695992,1331 days
810,11-19279,ONSALES,2011-03-29,2011-04-28,Outback Steakhouse,37115,36.291025,-86.70346,3747 days
811,18-25406,ONSALES,2018-03-06,2018-07-12,LA COCINA DOMINICANA RESTAURANT,37211,36.073236,-86.72437,1115 days
812,16-20344,ONSALES,2016-09-02,2016-09-29,The Eastern Peak,37211,36.111244,-86.750183,1766 days
813,17-25178,ONSALES,2017-08-23,2018-01-25,DEACON'S NEW SOUTH,37219,36.163711,-86.778947,1283 days
814,17-25058,ONSALES,2017-05-24,2017-09-29,NECTAR URBAN CANTINA,37214,36.168067,-86.680011,1401 days
815,10-00889,ONOFFSALES,2010-08-19,2010-10-28,Turnip Truck Urban Fare,37203,36.15258,-86.784868,3929 days
816,12-19554,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Findleys Irish Pub,37214,36.211694,-86.697639,3215 days
817,17-20469,ONSALES,2017-03-29,2017-04-13,JB's Pour House,37076,36.21503,-86.590282,1570 days
818,12-19608,ONSALES,2012-09-26,2012-10-11,The Red Door Saloon,37203,36.150499,-86.795668,3215 days
819,17-25317,ONSALES,2017-11-29,2018-01-25,FONDA CUBILETE MEXICAN RESTAURANT INC,37211,36.078614,-86.729148,1283 days
820,11-19305,ONSALES,2011-04-27,2011-05-12,Sitar Cuisine of India,37203,36.151186,-86.801753,3733 days
821,18-25631,ONOFFSALES,2018-08-06,2018-09-14,COCO'S FINEZZA ITALIAN RESTAURANT,37205,36.099697,-86.871445,1051 days
822,18-25585,ONOFFSALES,2018-07-12,2018-08-24,PHILLY & BURGERS,37013,36.047969,-86.648118,1072 days
